"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"V2200",7,4,6,6,1,5,1,2,2,2
"V2201",6,1,9,7,5,4,8,7,8,7
"V2202",2,1,9,3,1,7,1,1,4,7
"V2203",7,5,8,4,10,4,3,4,8,4
"V2204",7,9,3,1,5,7,6,3,1,1
"V2205",5,5,5,1,1,7,10,5,4,2
"V2206",8,7,8,9,1,2,1,10,9,4
"V2207",2,3,1,6,10,10,9,9,7,10
"V2208",7,1,4,8,9,2,6,5,3,1
"V2209",9,4,5,6,10,6,7,5,4,9
"V2210",5,7,10,6,9,2,8,1,7,9
"V2211",5,8,9,3,4,7,10,2,9,2
"V2212",7,8,3,2,9,6,3,9,4,8
"V2213",5,4,9,3,7,2,4,3,4,3
"V2214",6,9,6,10,9,5,7,7,2,6
"V2215",5,2,3,2,6,3,4,8,8,2
"V2216",7,7,3,6,5,5,10,8,9,7
"V2217",7,5,5,3,3,10,2,2,2,7
"V2218",4,8,5,7,5,3,9,2,6,9
"V2219",1,5,1,1,2,5,4,7,10,8
"V2220",4,1,2,7,6,10,3,5,6,5
"V2221",2,10,10,10,8,10,1,5,6,3
"V2222",5,4,10,5,10,4,3,5,5,2
"V2223",2,5,6,8,6,4,8,3,5,3
"V2224",4,5,9,7,10,2,6,9,3,3
"V2225",9,7,5,9,3,8,4,10,10,3
"V2226",2,3,9,2,7,8,8,3,9,4
"V2227",6,6,4,2,3,10,8,9,3,3
"V2228",10,2,7,2,8,3,8,1,9,8
"V2229",1,6,6,3,9,7,7,4,6,6
"V2230",3,1,9,1,4,10,9,3,2,5
"V2231",9,8,5,7,1,8,9,6,6,8
"V2232",6,7,4,6,5,4,4,8,9,4
"V2233",8,3,3,6,2,8,6,3,5,6
"V2234",10,10,8,7,2,2,5,4,5,1
"V2235",3,1,3,7,8,6,3,9,7,2
"V2236",9,7,7,3,6,7,9,3,8,8
"V2237",9,10,1,7,2,2,6,4,3,4
"V2238",9,5,2,10,2,4,6,8,5,9
"V2239",3,4,10,8,7,2,10,1,10,8
"V2240",5,5,10,10,6,4,3,7,3,6
"V2241",8,9,6,9,5,4,10,8,4,10
"V2242",10,5,5,3,4,1,8,9,8,8
"V2243",2,9,2,2,2,5,4,5,5,7
"V2244",7,2,2,7,5,10,5,7,7,8
"V2245",6,5,9,5,2,9,6,3,3,2
"V2246",3,8,3,8,4,6,8,8,9,1
"V2247",2,8,2,8,2,10,2,10,5,1
"V2248",5,2,9,3,5,5,2,7,5,10
"V2249",1,4,4,1,10,7,1,6,10,3
"V2250",3,5,2,2,1,3,5,5,3,1
"V2251",5,1,9,2,4,7,7,9,5,7
"V2252",8,2,3,9,1,10,10,4,9,3
"V2253",5,10,2,9,4,8,5,2,3,9
"V2254",10,9,10,4,5,2,3,6,8,9
"V2255",8,2,2,3,8,4,3,6,10,1
"V2256",5,10,6,6,7,1,1,8,4,4
"V2257",4,10,7,2,10,9,4,6,1,6
"V2258",7,2,9,7,6,8,7,4,8,1
"V2259",8,3,2,4,8,1,1,3,6,5
"V2260",6,9,5,3,5,4,5,1,7,3
"V2261",9,7,6,7,5,8,9,4,3,6
"V2262",3,5,8,7,1,1,9,7,6,6
"V2263",1,9,2,10,4,8,4,8,3,8
"V2264",8,9,2,10,6,5,1,9,3,10
"V2265",1,3,10,1,10,2,5,9,10,1
"V2266",4,3,6,1,7,5,6,9,9,5
"V2267",3,8,4,9,10,1,10,7,8,3
"V2268",5,2,8,9,4,2,3,6,4,3
"V2269",3,7,2,4,4,8,1,3,9,9
"V2270",7,4,5,10,7,3,4,10,6,3
"V2271",3,7,8,3,6,5,5,10,3,9
"V2272",7,7,5,8,10,5,4,2,3,8
"V2273",6,3,8,10,6,8,2,6,3,3
"V2274",7,9,5,10,1,10,9,3,3,9
"V2275",9,4,9,5,8,2,10,2,7,10
"V2276",7,1,2,4,2,2,8,4,5,2
"V2277",4,6,4,5,4,3,10,10,7,8
"V2278",6,7,7,9,2,6,7,3,4,6
"V2279",10,9,9,1,8,4,4,7,6,6
"V2280",7,2,8,6,3,2,1,6,5,4
"V2281",9,7,3,3,7,2,2,8,10,6
"V2282",4,5,9,10,9,1,7,2,1,2
"V2283",9,9,9,10,9,8,9,3,10,8
"V2284",4,10,7,8,7,4,4,7,3,3
"V2285",6,7,3,3,4,9,5,3,3,5
"V2286",8,3,1,7,5,3,7,6,2,1
"V2287",6,2,3,10,2,3,4,8,7,10
"V2288",8,8,5,7,6,5,2,9,1,6
"V2289",10,10,2,5,7,3,7,2,2,4
"V2290",7,10,10,3,4,9,2,2,9,8
"V2291",9,3,4,1,9,6,6,10,1,8
"V2292",6,4,5,9,2,10,9,10,8,7
"V2293",8,2,2,3,10,8,4,6,5,7
"V2294",1,5,2,5,8,2,6,10,1,7
"V2295",7,3,6,5,8,9,6,9,5,7
"V2296",5,3,2,6,6,4,6,7,10,9
"V2297",2,6,1,9,10,5,3,7,10,3
"V2298",1,10,4,5,9,2,8,6,1,6
"V2299",6,9,10,3,7,8,9,9,8,4
"V2300",1,9,8,6,4,5,6,8,8,7
"V2301",9,6,5,8,7,3,8,3,10,9
"V2302",6,2,2,8,3,7,8,1,4,7
"V2303",3,9,9,4,2,3,1,6,3,1
"V2304",4,2,2,8,8,6,5,10,1,1
"V2305",3,9,8,5,3,4,3,5,4,6
"V2306",9,10,8,10,9,9,10,5,3,4
"V2307",5,1,6,6,10,1,4,1,1,5
"V2308",8,1,4,5,7,6,4,7,1,1
"V2309",3,1,7,2,6,6,3,9,10,6
"V2310",4,1,4,6,1,6,1,10,6,2
"V2311",4,9,9,2,6,10,8,4,4,1
"V2312",2,9,5,3,9,7,2,5,6,8
"V2313",4,3,5,10,5,7,10,3,8,2
"V2314",1,10,6,9,6,10,4,1,1,10
"V2315",8,4,3,6,5,9,2,1,3,3
"V2316",2,10,2,5,8,2,7,5,9,9
"V2317",10,2,6,9,1,5,7,5,1,4
"V2318",7,7,7,2,10,7,4,9,10,2
"V2319",2,1,4,3,7,8,10,7,8,7
"V2320",10,3,3,4,2,5,5,6,6,7
"V2321",10,5,1,2,8,8,2,6,2,4
"V2322",10,10,1,4,1,1,10,5,5,9
"V2323",2,4,8,6,6,5,1,5,3,8
"V2324",9,2,9,10,7,2,3,4,5,5
"V2325",3,4,9,9,5,7,4,2,5,7
"V2326",7,6,6,5,8,5,1,4,7,10
"V2327",10,6,8,4,9,7,9,10,6,3
"V2328",2,8,4,8,4,2,8,10,4,5
"V2329",4,4,1,3,5,8,2,9,5,2
"V2330",3,3,8,1,3,4,7,5,2,6
"V2331",5,10,4,6,7,8,9,1,3,8
"V2332",1,8,10,6,8,9,1,7,4,8
"V2333",4,4,6,6,8,8,2,9,8,2
"V2334",10,2,5,1,10,8,9,9,5,9
"V2335",7,5,2,3,10,8,7,8,5,4
"V2336",5,2,7,8,5,2,2,8,10,10
"V2337",2,1,6,5,10,3,3,6,3,6
"V2338",3,1,4,3,1,9,1,4,8,5
"V2339",4,8,4,4,6,4,8,7,1,1
"V2340",9,8,8,4,7,2,4,6,9,10
"V2341",4,3,3,5,2,9,2,2,1,2
"V2342",10,3,10,10,1,3,3,4,2,8
"V2343",6,8,10,1,1,5,7,3,9,6
"V2344",5,3,1,5,8,2,6,3,8,3
"V2345",2,5,1,5,7,6,2,6,9,7
"V2346",6,6,3,5,10,10,8,8,5,9
"V2347",9,10,5,3,5,8,8,7,9,6
"V2348",10,1,7,7,7,2,6,1,7,5
"V2349",9,6,5,8,2,3,8,5,2,9
"V2350",8,6,3,10,8,1,10,4,5,9
"V2351",3,7,7,7,3,2,9,7,5,1
"V2352",8,9,9,3,4,6,10,5,4,10
"V2353",5,4,10,1,2,1,5,6,2,4
"V2354",2,10,6,5,1,3,3,8,1,3
"V2355",5,6,3,4,6,9,10,7,5,10
"V2356",10,8,10,8,8,4,10,5,5,9
"V2357",10,8,7,10,2,7,9,5,6,8
"V2358",1,7,2,8,2,4,4,6,2,2
"V2359",3,1,4,4,9,3,7,8,7,10
"V2360",2,8,3,10,5,5,4,10,5,9
"V2361",3,6,9,3,3,9,8,5,2,3
"V2362",2,8,6,8,7,6,5,1,1,8
"V2363",1,5,4,8,8,6,6,9,4,6
"V2364",8,9,4,4,1,4,5,3,1,3
"V2365",1,4,3,6,9,10,10,6,1,5
"V2366",4,6,8,5,5,2,1,10,3,7
"V2367",4,1,1,8,2,7,2,5,5,8
"V2368",1,5,1,8,3,10,6,7,5,5
"V2369",8,4,10,9,2,10,2,3,8,7
"V2370",7,7,2,4,8,10,8,4,2,2
"V2371",7,4,8,7,6,5,2,10,8,8
"V2372",2,5,3,6,5,7,9,7,2,10
"V2373",10,2,9,10,9,4,10,9,2,4
"V2374",1,1,8,2,5,10,5,9,9,2
"V2375",9,1,7,1,2,5,6,2,9,7
"V2376",7,6,1,5,1,5,5,8,9,1
"V2377",10,3,3,1,1,6,6,4,4,9
"V2378",8,5,2,1,10,2,3,10,8,10
"V2379",4,3,7,10,7,1,2,8,10,6
"V2380",1,5,8,10,2,1,9,2,10,8
"V2381",2,3,9,1,4,9,10,4,1,4
"V2382",2,6,1,5,4,8,7,1,1,5
"V2383",4,4,10,7,2,10,2,7,4,8
"V2384",3,5,3,4,9,7,3,6,7,7
"V2385",8,10,1,5,10,4,1,5,10,1
"V2386",3,10,9,1,1,1,6,5,4,8
"V2387",7,2,6,5,8,2,9,8,7,7
"V2388",8,10,2,1,10,2,1,3,1,4
"V2389",6,5,4,9,4,4,10,2,1,4
"V2390",1,7,9,5,10,2,8,9,4,2
"V2391",5,6,2,8,8,1,7,4,8,3
"V2392",3,9,3,4,2,6,7,4,3,10
"V2393",6,8,4,9,8,4,4,7,5,5
"V2394",6,6,9,5,2,9,7,8,9,9
"V2395",2,5,1,1,3,5,10,10,9,7
"V2396",2,10,3,8,7,10,1,8,6,2
"V2397",5,6,9,10,6,6,4,9,5,5
"V2398",3,8,4,8,8,9,8,5,5,7
"V2399",8,1,6,5,8,9,6,2,9,6
"V2400",8,4,3,5,2,8,10,7,2,6
"V2401",5,9,7,7,7,7,10,6,5,2
"V2402",9,3,5,8,3,7,3,3,5,5
"V2403",10,2,4,6,8,3,5,5,5,6
"V2404",4,7,4,6,1,2,6,4,9,4
"V2405",10,5,7,4,10,1,1,8,6,3
"V2406",1,6,6,8,10,9,10,10,2,10
"V2407",1,9,1,5,9,8,7,3,8,10
"V2408",6,3,3,4,7,9,3,9,8,1
"V2409",10,2,2,1,8,5,8,9,5,1
"V2410",8,9,4,5,8,8,9,8,9,3
"V2411",1,6,10,2,5,10,9,4,10,6
"V2412",9,2,1,4,7,6,6,9,4,10
"V2413",10,4,10,1,10,7,8,2,2,4
"V2414",5,7,5,10,1,9,7,3,7,2
"V2415",7,4,3,2,6,1,4,10,4,8
"V2416",10,9,1,7,5,7,1,5,9,3
"V2417",9,6,3,6,9,7,4,2,8,4
"V2418",1,2,1,5,9,7,6,6,10,6
"V2419",3,6,1,2,3,4,10,5,5,4
"V2420",3,4,4,3,5,3,3,9,8,1
"V2421",8,2,2,7,3,2,4,8,7,7
"V2422",4,1,10,10,7,2,9,1,10,4
"V2423",1,10,10,5,2,8,2,6,5,3
"V2424",7,9,4,3,6,7,6,2,3,10
"V2425",1,8,5,8,8,10,6,1,10,2
"V2426",9,7,2,1,10,1,1,10,5,8
"V2427",1,7,1,9,1,5,7,1,3,10
"V2428",1,1,9,8,1,4,10,9,5,3
"V2429",10,9,8,6,6,5,2,8,3,5
"V2430",8,10,7,8,6,6,1,8,7,5
"V2431",8,7,5,4,7,1,10,8,3,10
"V2432",8,2,8,10,10,2,4,10,8,2
"V2433",8,8,1,2,9,3,8,8,3,3
"V2434",3,3,5,3,8,9,7,10,9,3
"V2435",4,8,2,5,2,4,8,10,2,3
"V2436",6,6,3,10,10,8,4,10,9,1
"V2437",2,6,9,1,7,4,2,8,8,2
"V2438",4,8,5,1,1,3,8,7,6,9
"V2439",2,1,10,8,3,6,2,7,6,1
"V2440",10,1,3,2,8,10,3,3,8,10
"V2441",2,3,7,2,8,1,6,4,3,5
"V2442",8,9,6,4,8,2,10,2,6,10
"V2443",9,7,7,5,9,4,10,5,6,5
"V2444",5,1,8,5,7,8,5,7,4,2
"V2445",2,2,3,1,1,10,6,8,6,6
"V2446",1,5,6,4,5,6,9,8,8,1
"V2447",10,4,3,2,5,6,3,5,7,1
"V2448",9,2,1,2,7,8,10,2,6,10
"V2449",6,8,1,10,4,9,4,7,7,8
"V2450",3,3,7,7,8,3,8,3,1,10
"V2451",4,8,7,5,10,1,4,6,5,9
"V2452",4,4,10,10,4,4,9,3,4,1
"V2453",9,9,6,4,10,7,10,3,9,10
"V2454",2,8,7,10,2,10,8,7,7,4
"V2455",3,3,6,3,7,9,7,8,3,7
"V2456",6,1,8,1,2,8,6,7,6,10
"V2457",8,7,9,1,2,7,3,1,2,10
"V2458",6,3,10,7,7,4,3,3,6,2
"V2459",4,5,9,3,2,2,1,7,3,7
"V2460",4,1,8,7,7,10,2,9,9,4
"V2461",9,2,4,1,6,9,7,8,7,1
"V2462",7,6,6,3,7,6,9,9,9,3
"V2463",6,9,10,10,8,6,10,5,10,7
"V2464",9,9,2,5,6,6,6,8,10,4
"V2465",5,2,4,7,1,1,10,5,5,1
"V2466",6,9,6,1,4,9,7,9,5,4
"V2467",10,8,8,10,8,5,1,7,2,10
"V2468",3,7,4,4,5,1,10,7,4,5
"V2469",8,6,10,6,2,7,3,6,7,2
"V2470",10,2,1,10,5,1,1,1,10,2
"V2471",3,7,10,6,3,4,8,9,2,9
"V2472",8,7,3,7,4,7,6,10,8,4
"V2473",7,10,9,4,8,7,6,7,8,6
"V2474",2,7,1,9,5,3,8,10,2,10
"V2475",4,4,7,7,4,10,1,3,8,1
"V2476",7,3,3,8,3,8,1,10,1,9
"V2477",1,1,2,8,5,8,5,6,2,5
"V2478",2,6,10,1,3,9,4,5,10,3
"V2479",2,5,1,4,3,4,5,6,8,10
"V2480",9,9,2,7,5,6,5,7,10,3
"V2481",5,5,3,8,7,8,4,2,9,9
"V2482",3,9,6,10,7,5,8,2,2,7
"V2483",4,3,4,9,1,4,7,7,2,3
"V2484",9,3,8,2,7,6,6,4,8,9
"V2485",5,9,2,2,2,5,4,7,1,10
"V2486",4,8,6,7,5,9,1,3,10,3
"V2487",2,10,8,2,4,10,3,6,7,9
"V2488",1,2,3,8,10,10,5,10,5,1
"V2489",5,7,3,1,10,8,9,9,2,10
"V2490",7,9,3,2,1,2,10,3,7,10
"V2491",10,1,7,9,4,3,7,10,6,6
"V2492",6,9,8,3,8,7,10,7,6,6
"V2493",8,1,3,9,9,5,2,6,7,9
"V2494",9,9,6,8,2,2,5,6,9,9
"V2495",9,6,6,5,5,8,7,7,10,6
"V2496",2,7,4,2,1,8,4,8,3,7
"V2497",1,6,3,6,4,5,4,1,3,4
"V2498",10,7,8,2,7,5,8,3,6,7
"V2499",2,3,9,10,10,3,9,2,2,1
"V2500",6,6,6,6,5,6,2,4,1,2
"V2501",6,4,9,1,5,7,7,5,8,2
"V2502",7,4,4,7,10,7,8,5,3,5
"V2503",4,2,9,4,5,6,4,5,10,7
"V2504",1,6,1,5,6,4,3,3,8,10
"V2505",2,10,7,8,3,4,4,1,9,3
"V2506",9,3,6,6,3,4,9,9,6,5
"V2507",2,8,5,4,2,7,3,1,9,6
"V2508",3,1,7,3,4,4,5,9,10,9
"V2509",1,5,3,2,4,6,9,9,7,8
"V2510",7,10,5,9,3,3,10,1,3,9
"V2511",3,3,9,5,4,9,5,10,6,8
"V2512",10,2,9,6,3,1,3,7,6,8
"V2513",10,2,5,10,6,4,8,4,9,9
"V2514",9,8,5,6,7,9,8,2,8,5
"V2515",6,1,6,8,1,4,8,1,2,1
"V2516",9,5,6,1,1,10,1,10,9,1
"V2517",4,10,10,3,10,4,2,1,2,9
"V2518",2,2,4,4,1,1,2,10,2,4
"V2519",8,10,8,5,6,1,3,4,9,7
"V2520",4,8,9,1,5,10,7,8,2,6
"V2521",3,6,4,4,2,6,10,4,10,6
"V2522",10,7,7,6,3,8,9,3,6,3
"V2523",2,2,8,1,4,4,8,2,8,6
"V2524",10,7,9,4,6,9,4,5,7,2
"V2525",3,1,3,9,3,3,1,2,6,1
"V2526",8,3,6,8,9,3,4,3,6,1
"V2527",2,9,1,3,6,6,8,4,10,1
"V2528",2,5,8,8,2,2,1,3,9,7
"V2529",5,10,4,8,1,7,2,9,7,9
"V2530",10,7,5,5,2,10,9,7,10,9
"V2531",4,2,2,3,8,10,3,2,3,2
"V2532",6,6,9,6,1,5,7,2,7,4
"V2533",7,8,7,9,10,6,3,4,7,4
"V2534",7,9,4,10,9,7,2,3,3,3
"V2535",6,5,8,1,7,4,2,3,5,1
"V2536",7,7,4,9,3,9,3,10,1,2
"V2537",1,8,4,10,8,8,7,9,4,3
"V2538",9,4,6,8,6,10,5,4,5,9
"V2539",2,2,8,5,10,8,9,9,4,3
"V2540",2,10,3,9,4,7,3,5,2,1
"V2541",10,6,1,1,3,8,3,10,3,5
"V2542",8,8,9,2,8,4,4,2,8,10
"V2543",10,7,7,6,4,5,10,2,9,3
"V2544",7,4,3,2,2,5,10,10,5,9
"V2545",1,6,9,3,1,10,10,1,2,5
"V2546",9,5,1,5,4,6,8,2,2,3
"V2547",2,8,9,9,7,9,8,5,4,7
"V2548",8,3,7,10,8,8,10,7,1,6
"V2549",10,1,1,6,1,8,4,9,10,2
"V2550",4,2,6,4,7,3,2,3,8,4
"V2551",2,7,10,6,2,8,5,10,8,3
"V2552",4,8,6,7,1,2,1,6,4,3
"V2553",4,2,7,10,3,1,4,3,9,2
"V2554",1,7,1,3,8,2,2,9,7,6
"V2555",1,10,2,6,3,2,4,4,4,7
"V2556",2,4,8,1,4,6,3,6,4,3
"V2557",10,5,9,4,4,5,10,7,5,9
"V2558",4,2,7,7,3,4,3,8,1,4
"V2559",2,7,2,10,6,10,5,7,5,4
"V2560",6,1,10,3,1,5,2,1,9,3
"V2561",5,5,2,1,6,8,9,8,2,7
"V2562",8,1,8,1,7,1,1,5,8,9
"V2563",1,3,3,3,2,1,10,3,3,10
"V2564",10,1,8,7,2,8,7,10,3,8
"V2565",4,6,4,9,8,2,7,2,1,10
"V2566",7,6,5,1,7,9,5,9,4,2
"V2567",3,7,4,8,3,10,7,6,6,2
"V2568",6,3,10,7,6,10,7,4,1,6
"V2569",3,7,10,10,4,1,2,7,3,3
"V2570",7,1,9,7,10,1,2,1,7,1
"V2571",3,4,8,8,5,9,9,5,2,2
"V2572",8,9,6,5,1,8,7,4,6,2
"V2573",6,7,1,4,9,3,7,6,10,2
"V2574",6,6,10,7,10,8,5,10,9,2
"V2575",10,10,1,10,1,8,8,1,1,3
"V2576",7,6,10,6,10,6,7,2,7,5
"V2577",6,3,1,4,1,7,4,8,7,7
"V2578",7,9,8,9,3,7,10,5,10,1
"V2579",5,1,6,4,10,4,8,9,4,8
"V2580",4,1,8,9,4,8,10,4,1,9
"V2581",4,2,5,7,7,2,3,10,10,6
"V2582",7,1,1,8,6,7,3,8,9,3
"V2583",1,1,9,4,8,5,10,4,2,6
"V2584",4,2,6,1,9,2,5,10,1,9
"V2585",3,8,10,2,3,6,7,6,10,6
"V2586",4,5,9,8,7,8,3,8,9,5
"V2587",4,10,9,1,10,9,7,1,7,10
"V2588",4,6,3,3,10,1,10,6,7,2
"V2589",2,1,3,10,4,4,1,4,8,8
"V2590",2,3,1,9,7,8,6,4,3,8
"V2591",4,1,9,10,5,3,9,10,1,5
"V2592",9,5,3,9,7,5,9,3,5,5
"V2593",9,10,6,9,10,7,3,10,6,5
"V2594",9,9,9,9,3,5,5,5,10,8
"V2595",8,6,4,10,10,7,9,9,10,3
"V2596",2,6,5,1,4,3,9,4,7,3
"V2597",7,3,8,5,3,10,5,5,1,7
"V2598",2,5,6,8,1,10,3,6,9,9
"V2599",2,10,2,10,5,6,7,7,3,10
"V2600",2,5,4,6,2,8,3,5,1,8
"V2601",4,9,3,8,6,4,6,3,5,6
"V2602",8,2,9,6,2,4,4,4,7,5
"V2603",6,3,10,7,5,7,3,3,6,10
"V2604",4,1,8,6,6,5,4,1,10,10
"V2605",3,3,4,1,2,1,3,7,6,1
"V2606",8,5,9,1,2,5,4,5,10,3
"V2607",7,8,9,6,9,5,7,8,5,5
"V2608",1,6,5,5,3,4,10,7,2,9
"V2609",5,5,10,5,3,1,1,8,3,1
"V2610",5,8,8,2,10,8,1,10,10,3
"V2611",6,9,1,8,9,5,10,8,7,10
"V2612",10,1,10,2,4,9,2,8,1,3
"V2613",2,5,7,9,6,10,7,8,10,6
"V2614",9,10,6,5,3,1,6,3,2,5
"V2615",1,7,6,10,9,7,3,5,1,4
"V2616",7,4,4,7,1,10,5,9,3,2
"V2617",4,3,3,4,9,4,7,9,7,6
"V2618",6,10,9,1,6,9,4,10,10,8
"V2619",5,9,2,7,6,9,3,8,2,10
"V2620",4,4,4,5,2,3,9,5,6,8
"V2621",10,10,2,4,10,3,6,3,3,8
"V2622",8,5,8,3,6,7,2,7,4,9
"V2623",1,1,10,3,4,1,7,9,8,7
"V2624",9,7,4,4,7,1,4,9,8,2
"V2625",5,6,4,2,8,10,10,10,6,6
"V2626",2,8,6,10,1,6,4,7,6,4
"V2627",8,4,10,6,2,1,7,1,6,2
"V2628",2,1,7,4,4,1,1,5,1,1
"V2629",9,8,9,5,2,5,9,3,1,7
"V2630",3,9,7,8,6,3,7,6,5,3
"V2631",5,1,6,3,6,2,2,9,10,6
"V2632",7,2,9,5,10,8,9,10,2,8
"V2633",7,10,3,1,6,1,7,9,1,4
"V2634",9,9,3,6,6,2,3,6,7,3
"V2635",6,5,5,4,5,7,1,5,8,2
"V2636",2,2,6,5,8,6,9,6,9,4
"V2637",7,5,8,9,1,5,10,2,10,10
"V2638",7,6,5,7,5,10,2,7,6,9
"V2639",3,1,2,6,1,2,5,4,10,9
"V2640",4,3,5,1,8,1,4,10,8,6
"V2641",8,3,9,9,5,5,9,4,2,8
"V2642",9,6,10,7,9,7,8,9,2,9
"V2643",4,7,9,2,9,6,9,6,3,4
"V2644",4,6,9,7,7,8,4,7,6,7
"V2645",9,1,2,3,5,10,7,2,8,1
"V2646",10,10,3,8,6,2,2,8,8,8
"V2647",10,10,2,8,10,2,1,5,4,7
"V2648",9,9,6,10,6,3,1,3,9,2
"V2649",9,1,6,6,5,6,6,8,7,2
"V2650",10,9,4,7,3,7,3,6,6,10
"V2651",2,9,8,3,6,7,9,8,10,3
"V2652",4,10,3,4,1,1,2,7,4,5
"V2653",10,9,4,6,8,7,1,7,10,9
"V2654",2,3,9,1,10,4,10,7,10,6
"V2655",8,10,9,5,10,10,10,6,5,2
"V2656",5,9,1,4,8,1,3,3,9,4
"V2657",1,3,3,8,7,7,3,4,7,10
"V2658",7,4,8,2,10,7,8,5,8,5
"V2659",4,7,9,9,4,6,1,5,7,5
"V2660",3,10,6,5,8,6,10,3,9,8
"V2661",2,9,10,5,2,10,4,9,1,5
"V2662",7,4,2,8,4,6,6,9,2,2
"V2663",7,1,8,9,3,3,9,4,8,9
"V2664",1,4,6,1,4,5,4,2,2,7
"V2665",7,5,1,9,8,4,2,5,2,3
"V2666",6,2,2,4,2,4,9,6,8,4
"V2667",3,1,6,2,7,10,3,5,3,7
"V2668",2,10,3,9,6,6,3,1,6,6
"V2669",1,4,7,5,9,9,10,10,9,6
"V2670",7,7,3,1,2,1,10,3,7,4
"V2671",6,9,5,2,10,9,5,3,4,10
"V2672",1,6,10,5,8,7,2,7,7,3
"V2673",5,6,5,6,4,9,7,2,3,2
"V2674",1,3,5,9,8,8,3,1,10,9
"V2675",9,2,6,6,8,10,9,1,8,4
"V2676",7,1,4,5,2,10,4,3,5,8
"V2677",10,3,7,5,4,2,9,4,7,10
"V2678",4,10,9,6,10,2,1,4,2,2
"V2679",1,1,10,2,9,2,4,3,10,8
"V2680",8,3,5,3,10,5,2,10,8,3
"V2681",2,2,6,3,2,6,2,5,2,5
"V2682",1,4,4,3,8,5,6,2,6,2
"V2683",1,9,10,3,2,4,2,1,1,8
"V2684",8,2,2,9,4,2,3,10,6,6
"V2685",5,3,3,10,1,5,1,2,2,5
"V2686",2,1,8,2,2,10,9,5,10,7
"V2687",3,3,1,5,10,4,1,10,3,3
"V2688",2,4,9,1,1,7,4,6,8,3
"V2689",4,2,1,7,4,3,5,7,3,7
"V2690",9,9,1,8,7,2,10,9,5,2
"V2691",3,6,9,7,8,5,2,9,9,10
"V2692",8,6,5,1,2,4,4,3,1,10
"V2693",10,6,3,2,10,6,3,10,6,8
"V2694",9,3,6,2,7,9,4,8,8,5
"V2695",7,10,2,3,8,9,1,6,1,4
"V2696",9,8,5,2,1,10,4,2,9,5
"V2697",4,5,2,9,5,3,9,6,5,7
"V2698",9,8,4,2,8,3,8,10,3,7
"V2699",6,6,5,3,7,8,3,5,5,10
"V2700",9,10,6,10,4,2,9,3,1,3
"V2701",2,8,8,5,3,8,4,10,10,1
"V2702",3,6,10,3,10,6,6,5,5,4
"V2703",3,3,5,10,1,5,3,10,5,2
"V2704",8,5,4,3,8,6,7,8,3,2
"V2705",9,8,2,3,10,3,5,2,8,7
"V2706",10,3,1,6,5,2,2,9,10,8
"V2707",4,8,2,4,4,1,6,7,5,3
"V2708",6,8,5,5,2,10,3,1,10,10
"V2709",3,10,3,8,10,3,3,8,2,7
"V2710",3,10,7,10,1,8,1,7,1,5
"V2711",3,3,4,2,3,2,5,6,9,6
"V2712",4,10,8,3,3,8,9,7,4,1
"V2713",10,9,3,9,8,3,6,5,4,4
"V2714",8,7,3,6,8,3,8,1,9,10
"V2715",5,7,1,4,5,5,1,5,1,7
"V2716",7,7,2,5,4,3,3,8,7,9
"V2717",1,4,1,7,8,4,5,1,8,7
"V2718",8,5,5,4,3,1,1,3,4,5
"V2719",2,1,8,9,4,1,10,4,2,4
"V2720",2,9,2,8,2,5,2,4,4,10
"V2721",4,7,7,6,6,8,4,10,3,6
"V2722",5,4,6,2,5,9,2,7,1,6
"V2723",10,3,4,8,5,3,6,10,4,1
"V2724",5,8,6,2,1,1,1,10,8,7
"V2725",9,2,8,9,4,5,3,1,4,2
"V2726",6,2,3,5,4,2,7,7,4,2
"V2727",1,9,4,5,9,8,4,3,7,1
"V2728",4,5,7,7,6,3,8,7,10,8
"V2729",10,1,9,1,3,7,3,3,1,10
"V2730",6,10,3,5,9,6,8,6,2,6
"V2731",9,3,2,10,4,8,4,4,8,3
"V2732",8,7,3,9,3,1,4,2,9,10
"V2733",8,10,3,3,1,8,8,4,9,10
"V2734",2,9,10,4,8,9,4,7,6,8
"V2735",9,2,7,2,7,9,6,7,6,1
"V2736",7,10,2,5,2,8,10,5,7,7
"V2737",7,9,7,2,6,9,6,1,2,9
"V2738",3,3,1,10,9,6,7,4,10,2
"V2739",6,3,1,6,4,9,1,9,5,4
"V2740",4,2,7,2,5,4,8,7,3,2
"V2741",3,5,10,1,3,5,10,2,5,4
"V2742",3,3,6,8,10,8,4,5,3,7
"V2743",3,9,7,7,6,3,4,7,8,1
"V2744",10,4,10,1,8,10,2,6,8,5
"V2745",9,5,4,4,9,5,5,5,5,1
"V2746",9,7,5,7,1,8,3,4,3,1
"V2747",8,3,9,1,5,5,9,10,3,3
"V2748",9,9,4,6,9,4,8,1,1,1
"V2749",8,4,7,3,8,3,7,8,6,3
"V2750",9,2,4,4,3,4,7,4,7,10
"V2751",6,4,6,7,9,7,8,2,10,10
"V2752",7,8,10,3,1,3,7,9,7,3
"V2753",9,3,10,9,2,9,2,2,2,7
"V2754",8,2,1,4,10,2,2,7,10,3
"V2755",10,10,7,3,3,5,8,6,3,10
"V2756",2,7,4,3,4,7,7,2,9,4
"V2757",3,10,7,6,3,6,4,6,1,3
